nrun  cer1  cer2  cer3  cer4  cer5  cer6  cer7  cer8  cer9  cer10
1995  0.28  0.22  0.09  -0.11  0.36  1.64  -0.22  0.30  0.01  -0.11  
1996  0.10  0.48  0.44  -0.11  0.49  1.79  -0.33  0.19  -0.56  -0.34  
1997  0.27  0.26  0.65  -0.24  0.54  1.59  -0.28  -0.02  -0.38  -0.39  
1998  0.39  0.39  0.39  -0.21  0.62  1.83  -0.14  0.31  -0.22  -0.41  
1999  0.23  0.31  0.05  -0.01  0.42  1.58  -0.32  0.67  -0.23  -0.26  
2000  0.36  0.42  0.46  -0.34  0.34  1.50  -0.47  0.31  -0.14  -0.28  
2001  0.38  0.39  0.37  -0.05  0.43  1.68  -0.15  0.38  -0.43  -0.07  
2002  0.23  0.57  0.62  -0.22  0.57  1.51  -0.60  0.21  -0.42  -0.32  
2003  0.20  0.43  0.71  -0.35  0.58  2.03  -0.05  0.62  -0.40  -0.29  
2004  0.31  0.43  0.51  -0.15  0.41  1.59  -0.39  0.41  -0.41  -0.16  
2005  0.24  0.51  0.49  -0.06  0.67  1.48  -0.28  0.49  -0.34  -0.31  
2006  0.31  0.61  0.66  -0.20  0.68  1.75  -0.23  0.41  -0.58  -0.38  
2007  0.29  0.25  0.42  -0.20  0.63  1.65  -0.01  0.41  -0.35  -0.29  
2008  0.37  0.67  0.49  -0.08  0.18  1.32  -0.33  0.46  -0.04  -0.85  
2009  0.17  0.24  0.26  0.26  0.23  0.44  0.16  0.29  0.17  0.33  
2010  0.31  0.60  0.94  -0.14  0.67  1.77  -0.21  0.33  -0.13  -0.22  
2011  0.33  0.20  0.03  -0.38  0.30  1.50  -0.40  0.46  -0.38  -0.15  
2012  0.18  0.27  0.49  -0.36  0.76  1.80  -0.42  0.52  -0.37  -0.01  
2013  0.22  0.41  0.47  -0.11  0.66  1.71  -0.26  0.38  -0.75  -0.17  
2014  0.35  0.52  0.49  0.00  0.44  1.43  0.07  0.29  -0.47  -0.16  
2015  0.32  0.40  0.51  -0.26  0.52  1.77  -0.09  0.20  -0.47  -0.30  
2016  0.58  0.64  0.18  -0.13  0.47  1.68  -0.18  0.52  -0.20  -0.10  
2017  0.31  0.39  0.24  -0.35  0.64  1.48  -0.12  0.13  -0.54  -0.17  
2018  0.15  0.54  0.17  -0.11  0.49  1.42  -0.31  0.39  -0.22  -0.24  
2019  0.36  0.38  0.63  -0.34  0.58  1.69  -0.18  0.19  -0.27  -0.39  
2020  0.22  0.58  0.17  -0.33  0.69  1.81  -0.27  0.45  -0.24  -0.13  
2021  0.47  0.38  0.48  -0.23  0.47  1.81  -0.32  0.37  -0.39  -0.24  
2022  0.32  0.65  0.54  -0.05  0.56  1.83  -0.29  0.17  -0.21  -0.17  
2023  0.21  0.60  0.78  -0.32  0.49  1.46  -0.08  0.33  -0.51  -0.28  
2024  0.34  0.45  0.43  -0.30  0.53  1.58  -0.22  0.24  -0.29  -0.20  
2025  0.26  0.74  0.42  -0.16  0.63  1.81  -0.38  0.53  -0.07  -0.23  
2026  0.41  0.87  1.24  -0.36  0.39  2.06  -0.38  0.41  -0.83  -0.65  
2031  0.32  0.44  0.37  -0.32  0.44  1.71  -0.11  0.28  -0.20  -0.25  
2032  0.09  0.49  0.33  -0.11  0.58  1.83  -0.26  0.29  -0.25  -0.21  
2033  0.32  0.46  0.51  -0.22  0.56  1.90  -0.13  0.66  -0.37  -0.08  
2034  0.23  0.49  0.25  -0.20  0.62  1.79  -0.53  0.22  -0.52  -0.46  
2035  0.54  0.43  0.45  -0.25  0.57  1.74  -0.35  0.44  -0.39  -0.16  
2041  0.34  0.81  0.71  -0.49  0.40  2.01  -0.43  0.25  -0.50  0.03  
2044  0.19  0.33  0.73  -0.41  0.44  1.75  -0.63  0.15  -0.56  -0.07  
2045  0.42  0.48  0.42  -0.28  0.61  1.70  -0.57  0.40  -0.66  -0.12  
2046  0.33  0.42  0.75  -0.24  0.61  1.77  -0.10  0.29  -0.42  -0.04  
2047  0.32  0.36  0.15  -0.47  0.72  1.79  -0.15  0.14  -0.06  -0.47  
2048  0.38  0.36  0.66  -0.22  0.66  1.75  -0.31  0.40  -0.44  -0.01  
2049  0.46  0.45  0.59  -0.21  0.46  1.63  -0.19  0.38  -0.13  -0.18  
2050  0.47  0.54  0.61  -0.19  0.56  1.70  -0.28  0.20  -0.42  -0.19  
2051  0.27  0.62  0.66  -0.46  0.27  1.81  -0.49  0.20  -0.40  -0.26  
2052  0.29  0.51  0.44  -0.17  0.52  2.05  -0.13  0.54  -0.55  -0.21  
2053  0.52  0.56  0.20  -0.20  0.54  1.82  -0.37  0.27  -0.57  -0.38  
2054  0.30  0.50  0.21  -0.31  0.59  1.70  -0.24  0.55  -0.27  -0.17  
2055  0.19  0.57  0.67  -0.13  0.75  1.53  -0.48  -0.09  -0.40  -0.42  
2058  0.22  0.48  0.48  -0.22  0.59  1.76  -0.01  0.52  -0.30  -0.14  
2059  0.22  0.50  0.79  -0.40  0.61  1.64  -0.63  0.49  -0.34  -0.16  
2060  0.28  0.76  0.21  -0.24  0.42  2.00  -0.30  0.28  -0.13  -0.17  
2061  0.20  0.51  0.49  -0.08  0.52  1.87  -0.40  0.36  -0.44  -0.27  
2062  0.22  0.18  0.80  -0.02  0.39  1.67  -0.04  0.31  -0.31  -0.17  
2063  0.25  0.46  0.89  -0.30  0.77  1.64  -0.31  0.02  -0.22  -0.00  
2064  0.34  0.28  0.62  0.04  0.35  1.62  -0.17  0.47  -0.34  -0.08  
2065  0.04  0.44  0.45  -0.23  0.71  1.64  -0.43  0.35  -0.24  -0.31  
2066  0.22  0.51  0.34  -0.27  0.15  2.03  -0.25  -0.08  -0.48  -0.25  
2067  0.29  0.34  0.22  -0.17  0.43  1.63  -0.31  0.47  -0.32  0.08  
2068  0.27  0.35  0.56  -0.23  0.44  1.42  -0.38  0.43  -0.25  -0.16  
2069  0.26  0.57  0.60  -0.21  0.69  1.69  -0.47  0.27  -0.14  -0.03  
2070  0.61  0.61  0.48  -0.11  0.45  1.73  -0.26  0.19  -0.55  -0.30  
2071  0.33  0.49  0.91  -0.21  0.69  1.90  -0.08  0.52  -0.37  -0.05  
2072  0.35  0.53  0.58  -0.10  0.36  1.81  -0.46  0.26  -0.31  -0.08  
2073  0.17  0.45  0.30  -0.14  0.34  1.76  -0.29  0.56  -0.42  -0.13  
2074  0.10  0.63  0.89  -0.25  0.38  1.90  -0.40  0.12  -0.46  -0.18  
2075  0.44  0.62  0.38  -0.09  0.64  1.66  -0.10  0.47  -0.36  -0.16  
2076  0.23  0.59  0.45  -0.06  0.77  1.65  -0.24  0.59  -0.12  -0.12  
2077  0.34  0.55  0.71  -0.08  0.68  1.58  -0.17  0.28  -0.40  0.15  
2078  0.37  0.40  0.55  -0.02  0.53  1.66  -0.41  0.36  -0.35  -0.33  
2079  0.31  0.43  0.15  0.11  0.57  1.57  -0.27  0.37  -0.46  0.09  
2080  0.49  0.52  0.51  0.11  0.82  1.52  -0.38  0.28  -0.44  -0.10  
2081  0.16  0.73  0.66  -0.06  0.57  1.99  -0.16  0.24  -0.31  0.03  
2082  0.50  0.58  0.32  0.03  0.61  1.73  -0.47  0.07  -0.27  -0.24  
2083  0.26  0.31  0.68  -0.33  0.52  1.81  -0.42  0.19  -0.27  -0.19  
2084  0.37  0.09  0.65  -0.18  0.52  1.72  -0.18  0.01  -0.56  -0.25  
2085  0.32  0.26  -0.31  -0.10  0.40  1.33  -0.49  0.52  -0.44  0.06  
2086  0.09  0.27  0.30  0.18  0.38  1.56  -0.01  0.23  -0.33  -0.18  
2087  0.22  0.47  0.30  -0.28  0.55  1.65  -0.42  0.63  -0.24  -0.16  
2088  0.28  0.33  0.21  -0.31  0.50  1.74  -0.29  0.18  -0.33  -0.02  
2089  0.38  0.14  0.71  -0.27  0.68  1.80  -0.40  0.17  -0.49  -0.40  
2090  0.58  0.72  0.26  -0.07  0.66  1.82  -0.22  0.24  -0.25  -0.21  
2091  0.38  0.39  0.53  0.13  0.66  1.58  -0.20  0.53  -0.41  -0.13  
2092  0.26  0.43  0.04  -0.03  0.82  1.70  -0.35  0.30  -0.31  -0.15  
2093  0.36  0.52  0.30  -0.03  0.35  1.75  -0.43  0.30  -0.24  -0.20  
2094  0.53  0.48  0.95  -0.16  0.66  1.87  -0.16  0.40  -0.39  -0.20  
2095  0.18  0.68  0.65  0.06  0.60  1.92  -0.26  0.68  -0.33  -0.13  
2096  0.34  0.44  0.53  -0.22  0.72  1.80  -0.26  0.55  -0.59  -0.15  
2097  0.63  0.32  -0.03  -0.04  0.82  1.69  -0.38  0.48  -0.53  -0.17  
2098  0.52  0.35  0.66  -0.06  0.49  2.05  -0.19  0.48  -0.33  0.01  
2099  0.27  0.59  0.64  -0.01  0.66  1.85  -0.21  0.54  -0.40  -0.25  
2100  0.40  0.37  0.18  -0.00  0.51  1.85  -0.24  0.32  -0.41  -0.16  
2101  0.19  0.56  0.37  0.02  0.59  1.75  -0.59  0.42  -0.37  0.05  
2102  0.35  0.54  0.53  0.07  0.45  1.51  -0.28  0.18  -0.27  -0.12  
2103  0.32  0.38  0.13  -0.08  0.46  1.86  -0.44  0.39  -0.48  -0.18  
2104  0.38  0.33  0.28  -0.19  0.43  1.83  -0.34  0.24  0.04  -0.12  
2106  0.38  0.17  0.38  -0.19  0.60  1.67  -0.41  0.36  -0.41  -0.34  
2107  0.41  0.29  0.30  -0.12  0.41  1.59  -0.39  0.37  -0.31  -0.20  
2108  0.52  0.53  0.93  -0.20  0.75  1.54  -0.30  0.09  -0.35  -0.50  
2109  0.30  0.49  0.16  -0.09  0.64  1.85  -0.20  0.43  -0.23  -0.00  
2110  0.25  0.58  0.96  -0.22  0.67  1.91  -0.11  0.56  -0.27  0.10  
2111  0.41  0.56  0.46  -0.16  0.67  1.75  -0.29  0.32  -0.14  -0.21  
2112  0.27  0.30  0.02  -0.29  0.50  1.87  0.14  0.45  -0.17  -0.19  
2113  0.29  0.31  0.55  0.00  0.68  2.10  -0.55  0.15  -0.70  -0.57  
2115  0.17  0.25  0.29  0.23  0.19  0.50  0.13  0.27  0.19  0.34  
2116  0.40  0.25  0.62  -0.34  0.68  1.80  -0.29  0.61  -0.21  -0.24  
2117  0.47  0.76  0.71  -0.27  0.57  1.70  -0.40  0.25  -0.20  -0.29  
2118  0.44  0.43  1.15  -0.22  0.61  1.84  -0.41  0.47  -0.51  0.09  
2119  0.21  0.37  -0.06  -0.20  0.55  1.81  -0.38  0.26  -0.42  -0.05  
2120  0.31  0.53  0.69  -0.21  0.65  1.97  -0.53  0.47  -0.06  -0.40  
2121  0.27  0.39  0.39  0.07  0.78  1.72  -0.41  0.50  -0.36  -0.27  
2122  0.45  0.23  0.56  -0.09  0.37  1.55  -0.58  0.38  -0.48  -0.17  
2123  0.70  0.56  0.42  -0.30  0.84  1.95  -0.26  0.40  -0.30  -0.06  
2124  0.12  0.40  0.44  -0.28  0.42  1.85  -0.26  0.62  -0.30  -0.02  
2125  0.18  0.55  0.72  -0.17  0.56  1.66  -0.23  0.32  -0.28  -0.28  
2126  0.43  0.48  0.24  -0.15  0.49  1.58  -0.33  0.30  -0.28  -0.09  
2127  0.29  0.62  0.93  -0.19  0.65  1.54  -0.31  0.33  -0.49  -0.17  
2128  0.32  0.62  0.78  -0.10  0.51  1.50  -0.20  0.51  -0.17  -0.24  
2129  0.35  0.65  0.41  -0.21  0.53  1.84  -0.32  0.14  -0.31  -0.25  
2130  0.18  0.34  0.24  -0.20  0.57  1.66  -0.44  0.32  -0.27  -0.02  
2131  0.30  0.38  0.48  -0.21  0.42  1.73  -0.45  0.18  -0.32  -0.27  
2132  0.48  0.26  0.33  0.05  0.53  1.49  -0.24  0.45  -0.38  -0.25  
2133  0.30  0.46  0.36  -0.16  0.63  1.80  -0.23  0.35  0.08  -0.04  
2134  0.45  0.45  0.69  -0.18  0.59  1.56  -0.46  0.56  -0.31  0.20  
2135  0.42  0.36  0.21  -0.22  0.68  1.62  -0.35  0.34  -0.28  -0.17  
2136  0.41  0.34  0.55  -0.01  0.67  1.30  -0.37  0.04  -0.32  -0.15  
2137  0.26  0.39  0.62  -0.14  0.65  1.50  -0.17  0.32  -0.53  -0.03  
2138  0.12  0.22  0.42  -0.09  0.24  1.54  -0.50  0.29  -0.35  -0.28  
2139  0.57  0.42  0.12  -0.23  0.68  1.75  -0.16  0.28  -0.43  -0.12  
2140  0.31  0.61  0.65  -0.17  0.61  1.71  -0.39  0.24  -0.18  -0.05  
2141  0.36  0.56  0.12  -0.10  0.44  1.79  -0.36  0.32  -0.40  -0.17  
2142  0.38  0.61  0.50  -0.23  0.35  1.91  -0.48  0.15  -0.40  -0.40  
2143  0.24  0.49  0.69  -0.40  0.57  1.66  -0.18  0.18  -0.52  -0.02  
2144  0.08  0.42  0.60  -0.30  0.58  1.59  -0.52  0.18  -0.43  -0.29  
2145  0.55  0.43  0.40  -0.24  0.50  1.57  -0.08  0.31  -0.25  -0.29  
2146  0.16  0.34  0.17  -0.35  0.54  1.57  -0.43  0.45  -0.15  -0.22  
2147  0.23  0.24  0.97  -0.17  0.51  1.93  -0.23  0.59  -0.31  0.10  
2148  0.22  0.47  0.19  0.02  0.42  1.67  -0.30  0.47  -0.35  -0.25  
2149  0.22  0.29  0.73  -0.10  0.43  1.57  -0.49  0.25  -0.24  -0.13  
2150  0.19  0.40  0.12  -0.16  0.41  1.68  -0.23  0.61  -0.30  -0.12  
2151  0.39  0.35  0.45  -0.23  0.43  1.69  -0.24  0.37  -0.18  -0.20  
2152  0.42  0.35  0.43  -0.22  0.32  1.96  -0.10  0.36  -0.28  -0.33  
2153  0.49  0.47  0.45  -0.22  0.44  1.92  -0.44  0.09  -0.41  -0.22  
2154  0.13  0.70  0.48  -0.24  0.65  1.73  0.04  0.28  -0.19  -0.27  
2155  0.39  0.49  0.76  -0.22  0.34  1.64  -0.24  0.34  -0.41  -0.24  
2156  0.12  0.35  0.75  -0.35  0.60  1.39  -0.18  0.50  -0.16  -0.36  
2157  0.28  0.28  0.54  -0.23  0.52  1.67  -0.29  0.24  -0.49  -0.09  
2158  0.32  0.58  0.28  -0.23  0.56  1.66  -0.24  0.72  -0.33  -0.23  
2159  0.25  0.37  0.20  -0.30  0.33  1.66  -0.22  0.61  -0.37  -0.29  
2160  0.53  0.20  0.28  -0.19  0.64  1.68  -0.40  0.46  -0.24  -0.31  
2161  0.13  0.23  0.59  0.08  0.47  1.63  -0.37  0.37  -0.52  -0.10  
2162  0.30  0.37  0.69  -0.20  0.46  1.57  -0.31  0.55  -0.21  -0.14  
2163  0.65  0.41  0.40  -0.23  0.64  1.47  -0.25  0.16  -0.57  -0.13  
2164  0.23  0.22  0.72  -0.24  0.56  1.77  -0.21  0.35  -0.11  -0.18  
2165  0.46  0.37  0.38  -0.00  0.36  1.87  -0.30  0.24  -0.42  -0.21  
2166  0.25  0.58  0.13  -0.43  0.73  1.37  -0.45  0.21  -0.16  0.00  
2167  0.27  0.60  0.26  -0.20  0.42  1.60  -0.13  0.58  -0.47  -0.26  
2168  0.55  0.27  0.65  -0.51  0.67  1.73  -0.14  0.34  -0.40  -0.26  
2169  0.40  0.28  0.68  -0.18  0.69  1.74  -0.61  0.03  -0.38  -0.21  
2170  0.43  0.47  1.00  -0.16  0.63  1.52  -0.29  0.45  -0.39  -0.17  
2171  0.40  0.66  0.54  -0.20  0.56  1.89  0.24  0.97  -0.52  -0.51  
2174  0.45  0.31  0.35  -0.05  0.60  1.50  -0.22  0.64  -0.14  -0.40  
2175  0.27  0.31  0.25  -0.04  0.39  1.79  -0.06  0.56  -0.28  -0.12  
2176  0.21  0.21  0.63  -0.15  0.66  1.50  -0.39  0.46  -0.36  -0.15  
2177  0.11  0.40  0.39  -0.08  0.37  1.71  -0.37  0.21  -0.33  -0.13  
2178  0.28  0.28  0.74  -0.00  0.59  1.40  -0.12  0.61  -0.09  -0.03  
2179  0.29  0.19  0.21  0.03  0.58  1.64  -0.31  0.37  -0.27  -0.20  
2180  0.42  0.19  0.16  0.19  0.55  1.62  -0.29  0.29  -0.11  -0.07  
2181  0.23  0.28  0.57  -0.12  0.72  1.48  0.08  0.58  -0.41  -0.15  
2182  0.31  0.50  0.32  -0.08  0.61  1.70  -0.19  0.29  -0.31  -0.15  
2183  0.22  0.41  0.37  0.06  0.68  1.50  -0.25  0.77  -0.18  -0.22  
2184  0.27  0.18  0.54  -0.08  0.57  1.77  -0.27  0.30  -0.07  -0.05  
2185  0.10  0.34  0.69  -0.06  0.67  1.62  -0.22  0.58  -0.39  -0.02  
2186  0.31  0.07  0.43  -0.05  0.55  1.52  -0.31  0.41  -0.29  0.12  
2187  -0.10  0.19  0.52  0.02  0.80  1.44  -0.18  0.39  -0.31  0.04  
2188  0.23  0.45  0.65  0.00  0.60  1.40  -0.08  0.65  -0.21  -0.15  
2189  0.16  0.40  0.41  -0.03  0.50  1.51  -0.31  0.31  -0.44  -0.11  
2190  0.30  0.20  0.44  -0.06  0.58  1.70  -0.43  0.65  -0.34  -0.05  
2191  0.23  0.31  0.31  -0.00  0.70  1.38  -0.13  0.20  -0.36  -0.05  
2192  0.31  0.53  0.30  -0.01  0.57  1.47  -0.10  0.80  -0.14  0.12  
2193  0.08  0.25  0.32  -0.11  0.78  1.51  -0.30  0.48  -0.05  -0.16  
2194  0.28  0.13  0.26  0.04  0.62  1.55  -0.11  0.74  -0.15  -0.35  
2195  0.39  0.39  0.43  -0.07  0.30  1.75  -0.19  0.32  -0.30  0.09  
2196  0.22  0.38  0.06  -0.27  0.46  1.45  -0.29  0.30  -0.05  -0.28  
2197  0.31  0.23  0.82  -0.26  0.67  1.76  -0.32  0.54  -0.53  -0.04  
2198  0.14  0.38  0.56  0.10  0.60  1.49  -0.03  0.35  -0.30  -0.07  
2199  0.08  0.35  0.50  -0.12  0.52  1.68  -0.28  0.47  -0.61  -0.12  
2200  0.16  0.37  0.33  0.04  0.50  1.54  -0.39  0.58  -0.22  -0.10  
2201  0.36  0.46  0.66  -0.14  0.58  1.68  0.03  0.35  -0.23  -0.15  
2202  0.18  0.33  0.47  -0.14  0.48  1.46  -0.14  0.64  -0.20  -0.10  
2203  0.39  0.33  0.20  -0.21  0.55  1.56  -0.29  0.40  -0.03  0.28  
2204  0.28  0.28  0.45  -0.20  0.61  1.52  -0.23  0.42  -0.35  -0.09  
2205  0.11  0.23  0.23  -0.15  0.43  1.77  -0.21  0.43  -0.33  -0.12  
2206  0.22  0.62  0.42  -0.10  0.72  1.71  -0.33  0.55  -0.48  -0.07  
2207  0.40  0.48  0.45  -0.05  0.66  1.77  -0.20  0.69  -0.15  -0.04  
2208  0.01  0.29  0.44  0.08  0.52  1.70  -0.35  0.65  -0.04  -0.20  
2209  0.32  0.33  0.36  0.01  0.64  1.55  -0.21  0.40  -0.42  0.04  
2210  0.36  0.28  0.40  -0.04  0.60  1.52  -0.52  0.63  -0.35  -0.17  
2211  0.40  0.30  0.65  -0.04  0.60  1.59  -0.07  0.65  -0.38  0.09  
2212  0.15  0.39  0.64  0.32  0.72  1.77  -0.38  0.13  -0.31  -0.29  
2213  0.35  0.55  0.86  0.12  0.63  1.65  -0.29  0.51  -0.20  0.00  
2214  0.29  0.12  0.41  -0.08  0.53  1.60  -0.21  0.69  -0.43  -0.06  
2215  0.08  0.61  0.40  -0.22  0.36  1.54  -0.39  0.63  -0.25  -0.10  
2216  0.32  0.45  0.58  0.02  0.61  1.80  -0.15  0.68  -0.27  -0.10  
2218  0.18  0.39  0.05  -0.08  0.74  1.49  -0.48  0.55  -0.18  -0.26  
2219  0.29  0.40  0.50  -0.30  0.48  1.30  -0.27  0.44  -0.30  -0.33  
2220  0.18  0.29  0.19  -0.14  0.55  1.52  -0.20  0.72  -0.35  0.15  
2221  0.26  0.50  0.53  -0.25  0.55  1.68  -0.11  0.36  -0.35  -0.07  
2222  0.26  0.16  0.48  -0.29  0.48  1.49  -0.04  0.31  0.05  0.01  
2223  0.13  0.34  0.18  -0.22  0.67  1.46  -0.16  0.58  -0.17  -0.16  
2224  0.05  0.17  0.57  0.01  0.44  1.76  0.16  0.22  -0.40  0.01  
2225  0.30  0.26  0.48  -0.07  0.43  1.44  -0.41  0.33  -0.26  -0.34  
2226  0.22  0.29  0.45  -0.31  0.37  1.64  -0.14  0.55  -0.25  -0.09  
2227  0.30  0.41  0.29  0.03  0.48  1.54  -0.32  0.54  -0.06  -0.13  
2228  0.24  0.30  0.41  -0.05  0.62  1.72  -0.25  0.71  -0.49  0.07  
2229  0.20  0.41  0.72  -0.38  0.44  1.57  0.01  0.32  -0.17  -0.08  
2230  0.40  0.65  0.61  -0.00  0.34  1.41  -0.35  0.76  -0.58  -0.31  
2232  0.23  0.31  0.50  -0.07  0.55  1.59  -0.13  0.69  -0.39  -0.18  
2233  0.04  0.32  0.33  0.06  0.38  1.50  -0.42  0.31  -0.12  -0.12  
2234  0.16  0.34  0.49  -0.09  0.44  1.54  -0.37  0.42  -0.27  -0.01  
2235  0.15  0.35  0.47  -0.11  0.48  1.65  -0.11  0.68  -0.34  -0.12  
2236  0.19  0.37  0.42  -0.08  0.59  1.48  -0.17  0.60  -0.02  0.07  
2237  0.10  0.32  0.42  -0.07  0.42  1.70  -0.14  0.80  -0.46  0.06  
2238  0.28  0.23  0.51  0.01  0.58  1.78  -0.31  0.46  -0.47  0.17  
2240  0.34  0.36  0.58  -0.03  0.48  1.59  -0.30  0.76  -0.74  -0.20  
2241  0.10  0.26  0.22  0.31  0.28  0.50  0.15  0.18  0.22  0.42  
2242  0.21  0.23  0.26  -0.08  0.38  1.62  -0.20  0.60  -0.28  -0.06  
2243  0.10  0.26  0.17  0.12  0.79  1.75  -0.23  0.72  -0.07  -0.07  
2244  0.11  0.45  0.37  -0.07  0.57  1.25  -0.26  0.51  -0.30  -0.09  
2245  0.07  0.42  0.52  0.17  0.52  1.55  -0.37  0.35  -0.17  -0.24  
2246  0.34  0.50  0.28  -0.09  0.78  1.35  -0.11  0.54  -0.41  -0.41  
2247  0.08  0.52  0.53  -0.19  0.72  1.46  -0.30  0.61  -0.22  -0.13  
2248  0.11  0.41  0.72  -0.03  0.41  1.73  -0.52  0.58  -0.22  -0.23  
2249  0.29  0.42  0.70  -0.21  0.65  1.82  -0.31  0.54  -0.34  -0.13  
2250  0.12  0.57  0.65  0.09  0.62  1.44  -0.18  0.78  -0.55  -0.09  
2251  0.22  0.23  0.57  -0.27  0.56  1.32  -0.09  0.32  -0.09  -0.41  
2252  0.12  0.35  -0.04  0.22  0.73  1.46  -0.33  0.76  -0.27  -0.10  
2253  0.18  0.29  0.53  -0.10  0.67  1.52  -0.15  0.67  -0.28  -0.19  
2254  -0.01  0.31  0.18  0.05  0.64  1.83  -0.24  0.44  -0.54  0.14  
2255  0.37  0.43  0.40  -0.18  0.59  1.67  -0.42  0.51  -0.23  0.19  
2257  0.03  0.34  0.49  -0.07  0.31  1.54  -0.03  0.78  -0.29  0.15  
2258  0.11  0.47  0.80  0.03  0.53  1.55  -0.11  0.44  -0.12  -0.24  
2259  0.41  0.44  0.46  -0.26  0.61  1.70  -0.29  0.53  -0.13  -0.42  
2260  0.31  0.48  0.19  -0.01  0.59  1.43  -0.22  0.62  -0.38  -0.03  
2261  0.21  0.32  0.29  -0.21  0.46  1.51  -0.43  0.19  -0.24  -0.33  
2262  0.22  0.50  0.27  -0.15  0.71  1.56  -0.14  0.66  -0.14  -0.07  
2263  0.11  0.36  0.21  -0.05  0.59  1.68  -0.09  0.16  -0.33  0.05  
2264  0.14  0.26  0.22  0.31  0.25  0.52  0.14  0.25  0.15  0.40  
2265  0.18  0.52  0.50  -0.15  0.49  1.61  -0.04  0.52  -0.18  0.02  
2266  0.34  0.59  0.44  -0.10  0.60  1.73  -0.10  0.47  -0.28  -0.19  
2267  0.13  0.49  0.42  -0.13  0.76  1.75  -0.24  0.40  -0.24  0.01  
2268  0.18  0.12  0.38  -0.06  0.52  1.65  -0.34  0.22  -0.17  -0.18  
2269  0.40  0.28  0.20  -0.09  0.53  1.40  0.06  0.38  -0.29  -0.07  
2270  0.20  0.23  0.23  -0.19  0.62  1.63  -0.43  0.75  -0.24  -0.09  
2272  0.16  0.59  0.53  -0.22  0.50  1.39  -0.39  0.50  -0.29  0.06  
2273  0.13  0.25  0.32  -0.02  0.55  1.42  -0.16  0.46  -0.32  -0.01  
2274  0.30  0.36  0.59  -0.07  0.32  1.59  -0.28  0.50  -0.56  -0.01  
2275  0.28  0.37  0.20  0.06  0.63  1.53  -0.36  0.40  -0.14  -0.09  
2276  0.05  0.17  0.33  -0.18  0.60  1.29  -0.13  0.51  -0.25  -0.07  
2277  0.03  0.31  0.22  0.10  0.67  1.86  -0.21  0.27  -0.30  0.27  
2278  0.34  0.64  0.13  -0.06  0.50  1.66  -0.16  0.50  -0.12  -0.04  
2279  0.17  0.47  0.46  -0.02  0.69  1.69  -0.36  0.45  -0.04  -0.15  
2280  0.18  0.27  0.19  0.02  0.49  1.53  -0.37  0.32  -0.18  -0.11  
2281  0.30  0.44  0.43  -0.26  0.56  1.40  -0.23  0.36  -0.26  0.22  
2282  0.27  0.23  0.39  -0.20  0.75  1.43  -0.38  0.40  -0.45  0.09  
2283  0.30  0.49  0.27  -0.01  0.58  1.39  -0.41  0.25  -0.25  -0.19  
2284  0.23  0.38  0.02  -0.02  0.51  1.50  -0.28  0.35  -0.45  0.10  
2285  0.45  0.54  0.80  0.07  0.50  1.61  -0.08  0.56  -0.22  -0.28  
2286  0.33  0.31  0.52  -0.00  0.67  1.59  -0.23  0.48  -0.31  -0.09  
2287  0.24  0.37  0.31  -0.07  0.55  1.61  0.18  0.48  -0.35  -0.07  
2288  0.11  0.44  0.48  0.04  0.67  1.84  0.01  1.22  -0.27  0.21  
2289  0.23  0.25  0.58  -0.01  0.82  1.66  -0.29  0.51  -0.34  -0.14  
2290  0.17  0.42  0.44  -0.06  0.45  1.56  -0.24  0.67  -0.36  -0.20  
2321  0.12  0.26  0.27  0.14  0.16  0.46  0.00  0.20  0.16  0.34  
2324  0.65  0.33  0.43  -0.25  0.48  0.87  0.07  0.47  0.01  0.26  
2325  0.72  0.47  0.45  -0.17  0.46  0.79  0.20  0.41  -0.01  0.35  
2326  0.68  0.29  0.26  -0.07  0.56  0.71  0.31  0.66  0.08  0.25  
2327  0.77  0.41  0.39  -0.17  0.44  0.86  0.30  0.59  0.08  0.21  
2328  0.57  0.46  0.22  -0.11  0.42  0.69  0.26  0.62  0.15  0.36  
2329  0.74  0.35  0.42  -0.15  0.45  0.78  0.29  0.46  0.05  0.19  
2330  0.72  0.38  0.27  -0.14  0.43  0.78  0.15  0.51  0.08  0.26  
2331  0.68  0.36  0.34  -0.05  0.41  0.81  0.15  0.39  -0.12  0.23  
2332  0.71  0.48  0.24  -0.13  0.43  0.79  0.22  0.50  0.14  0.36  
2333  0.79  0.36  0.11  -0.10  0.39  0.78  0.14  0.65  0.04  0.23  
2334  0.71  0.34  0.27  -0.11  0.37  0.74  0.24  0.62  0.03  0.18  
2335  0.66  0.32  0.21  -0.20  0.39  0.85  0.28  0.52  0.03  0.40  
2336  0.82  0.32  0.06  -0.20  0.34  0.77  0.21  0.48  0.25  0.20  
2337  0.66  0.32  0.19  -0.19  0.35  0.80  0.20  0.57  -0.00  0.25  
2338  0.74  0.43  0.15  -0.22  0.41  0.72  0.22  0.58  0.08  0.22  
2339  0.67  0.43  0.22  -0.17  0.33  0.79  0.13  0.54  0.11  0.35  
2340  0.69  0.34  0.22  -0.20  0.34  0.79  0.14  0.52  0.09  0.28  
2341  0.73  0.34  0.01  -0.11  0.44  0.71  0.32  0.59  0.11  0.51  
2342  0.76  0.50  0.45  -0.09  0.32  0.75  0.05  0.52  0.26  0.25  
